machine_id,timestamp,temperature,pressure,vibration_level,humidity,power_consumption,failure_status
MACHINE_760,2026-07-08 23:06:17.490463,65.32595085736077,279.38855678453035,2.165763994390021,58.66251034400044,53.50649641198361,1
MACHINE_1230,2026-07-08 23:18:28.491460,59.13513443434866,198.02692421471238,9.341704663068372,60.64506634051238,86.41464109388889,1
MACHINE_1803,2026-07-09 00:40:30.492323,35.36249402247785,176.49569595647893,5.195299733904749,73.31426784095859,37.070589813792836,1
MACHINE_1231,2026-07-08 23:35:20.493112,22.582630442957125,240.82064196499113,3.1834595469965326,58.52607463617515,40.563274531732134,1
MACHINE_1054,2026-07-09 00:24:17.493901,55.9808436230835,291.0741568131848,4.695336037887816,74.90400996667275,64.15556182620429,1
MACHINE_1835,2026-07-08 23:44:25.494688,57.36685897222441,243.4801780798805,2.235317105212377,55.61100265295807,71.25308198664035,1
MACHINE_155,2026-07-08 22:25:26.495467,52.3204880575407,433.10812732772274,3.087943955687458,82.89079530687852,34.17047904828234,1
MACHINE_2084,2026-07-09 00:23:03.496249,39.83286238277285,340.6724993681188,4.366441262421347,33.073336386439095,70.39518772386334,1
MACHINE_738,2026-07-08 22:15:12.497688,31.31021534072682,273.4607359696564,2.5133855712826105,85.72036009120094,33.82800218006804,1
MACHINE_1145,2026-07-09 00:37:42.498797,24.953360186939566,365.45614401560397,5.3685638271111396,68.98057834818273,58.89983141850247,1
MACHINE_1139,2026-07-08 23:57:33.499651,48.718048372727914,315.5936584840231,1.8360620497668052,54.9644297048792,77.76675461460187,1
MACHINE_1192,2026-07-09 00:04:06.500499,62.595026041652545,446.19456529634135,6.778212288303413,81.27219126535985,83.5155152247698,1
MACHINE_936,2026-07-09 00:44:26.501373,59.59826996296693,213.03451682641395,7.874772988511772,72.59914124663568,68.28593885382077,1
MACHINE_1491,2026-07-08 22:45:30.502215,50.54791072476948,422.6463728492455,4.039289681386735,53.31694724276613,37.684308107696324,1
MACHINE_959,2026-07-09 00:19:04.503071,46.483027046741256,171.02805126907498,5.281869610760456,79.2889679244159,54.429657834116036,1
MACHINE_2351,2026-07-08 23:32:48.503908,62.90948824635032,233.05847306058345,6.884242618017366,61.873079485750374,79.05050278979739,1
MACHINE_2161,2026-07-08 22:08:39.504747,57.51401347393907,237.18385786555203,6.008801250538857,46.91381430366729,49.45779318081258,1
MACHINE_967,2026-07-08 23:35:39.505602,55.660251840733046,313.994064985927,3.2356799429582392,48.64746059518872,45.28586206027562,1
MACHINE_1703,2026-07-09 00:37:21.506437,59.77201212461213,336.20516759500543,1.8962548902271315,75.14397349659673,58.702783633173624,1
MACHINE_2317,2026-07-08 23:18:12.507270,60.128419212378084,461.33801213409595,2.345569230659245,59.09705323229332,63.575311951999176,1
MACHINE_833,2026-07-09 00:03:39.508110,41.177649495481745,335.69703915053026,2.4381724357981307,52.05507362619711,75.31221460752354,1
MACHINE_047,2026-07-09 00:23:14.509434,44.93155291633751,342.8715265342855,5.439332870286688,75.51859110607897,88.0680102864864,1
MACHINE_2777,2026-07-08 22:17:33.510587,36.47630510339643,371.83650753735196,3.1352169731736192,68.64337587752388,38.502949765627946,1
MACHINE_1238,2026-07-09 00:11:25.511760,73.727379824626,427.6311237789548,4.829910870130992,41.598270694889905,94.12452781162646,1
MACHINE_1279,2026-07-09 00:18:55.512750,64.42961531888916,390.88409727948306,4.751987645132765,53.49485446799497,80.88537235643653,1
MACHINE_586,2026-07-08 22:37:39.523822,33.34601853485731,277.3191106931472,3.82896533580637,32.99995025879311,17.298659307181847,1
MACHINE_2121,2026-07-08 22:21:03.525438,49.00229265683229,228.24187970658878,5.734329030823783,76.29349499118845,86.82160669681718,1
MACHINE_048,2026-07-09 00:12:26.526671,75.68329048294149,291.14184948693105,6.4427420691178945,73.2620785706583,79.20263193687981,1
MACHINE_2633,2026-07-08 23:04:43.528091,41.8112457281043,354.0046167501423,8.237009420933893,39.088054875818145,61.485300895061016,1
MACHINE_2972,2026-07-08 22:44:03.529331,48.53665080483218,385.7304872239922,6.251502363843034,53.04057099154316,45.0240445263056,1
MACHINE_2641,2026-07-08 22:27:29.530879,32.74005934723295,275.5070112092385,4.895020086838837,57.07473290170242,39.797769029412876,1
MACHINE_586,2026-07-09 00:19:20.532065,31.490376092455207,260.9780370414925,4.267040242495766,37.72926365141973,18.89890026485731,1
MACHINE_727,2026-07-09 00:18:46.532958,50.46579405877846,235.42741970481745,6.173695672525697,47.24458724196738,85.49820420935296,1
MACHINE_1090,2026-07-08 22:17:04.533761,46.42734781971491,271.08850928325995,1.3407041136587485,65.75665128403743,18.791912593462914,1
MACHINE_1955,2026-07-08 23:57:27.534549,32.696183252644616,379.9100375818114,7.641321027380812,67.7820480361681,43.78434849118023,1
MACHINE_1006,2026-07-09 00:38:57.535328,53.18309063112498,175.8613294213268,6.005429946651599,60.089481985367314,7.481871452421299,1
MACHINE_314,2026-07-08 22:24:55.536103,35.74536429005239,248.37125659112309,1.6692236029150236,55.184919916163324,26.158652718627906,1
MACHINE_1487,2026-07-09 00:41:37.536879,43.19610667076684,463.71224168289245,4.312366944412499,76.96084622786358,60.8836450722616,1
MACHINE_242,2026-07-09 00:05:16.537652,46.224116903099194,344.73643310214084,5.71980639025181,60.56998419595473,68.88657008412478,1
MACHINE_385,2026-07-08 22:41:31.538425,46.74974801339866,312.44384403250115,9.512523107224593,62.0347212967329,84.36165076698921,1
MACHINE_1660,2026-07-09 00:10:28.539208,47.4151652007097,346.2348779583158,5.402126028830953,58.45030964776721,36.20306369812003,1
MACHINE_880,2026-07-09 00:05:53.539996,41.08775538362606,228.11215832168205,2.2972562750603918,47.09914566591672,35.10200348502364,1
MACHINE_980,2026-07-08 22:12:44.540794,53.19577205188756,264.52253586865015,5.151537582776082,71.61311414559503,42.48855327335634,1
MACHINE_851,2026-07-08 22:55:07.541589,70.97187692024507,140.09455405997238,3.3537348744715367,38.19661384127462,46.7086812907818,1
MACHINE_982,2026-07-08 23:02:16.542373,64.56325581941107,312.50329828489373,2.176988497332629,44.24289772020335,26.496951675808795,1
MACHINE_2901,2026-07-09 00:37:05.543147,57.442473850740825,245.10291317889994,6.828939283412518,55.612120278545,57.60760209086777,1
MACHINE_2805,2026-07-08 23:53:15.543918,54.15564469738116,355.6406728857953,3.911488472248385,55.94936046600869,38.23951972799755,1
MACHINE_1467,2026-07-09 00:02:13.544688,69.046309699089,265.78537280715267,6.732657741522676,42.90804977762059,50.27326957412299,1
MACHINE_805,2026-07-08 22:05:31.545456,39.56561907912589,368.3343703948757,9.125234833798892,61.72529127395725,42.577845082615994,1
MACHINE_489,2026-07-08 23:19:33.546233,56.61640166366757,166.83957322812842,4.576106899123062,50.7984150649224,74.13497163611031,1
MACHINE_1517,2026-07-08 23:04:35.562520,56.32367647598953,388.2053243162553,2.8933434229104096,63.91409013247704,15.451456461753384,1
MACHINE_2999,2026-07-08 23:25:44.564257,67.49916681003025,266.84766952998535,1.270321596794196,79.01742853445771,43.11043925632835,1
MACHINE_082,2026-07-08 22:31:31.565197,60.982664600639296,325.24353066308595,6.568166150159822,67.17206287474737,45.61614893573706,1
MACHINE_479,2026-07-08 23:54:13.566025,62.32217727250918,235.1346082190518,4.930001989798946,68.43344264953402,67.38547252658537,1
MACHINE_844,2026-07-08 22:13:36.566807,68.00935807869324,263.23541382543954,6.799103964408218,49.65700020734812,53.247364314646305,1
MACHINE_1747,2026-07-08 22:52:33.567584,42.715102197261224,318.28395342033014,4.481534626356395,46.884596689243374,27.01250939368694,1
MACHINE_1666,2026-07-08 23:18:13.568364,75.98613061549489,263.16731876664545,3.2701694138299833,53.26311814634781,31.591146511977414,1
MACHINE_1437,2026-07-09 00:14:45.569139,42.327539063100836,415.09670302063745,7.04501838464876,68.85846076468451,40.68405699127041,1
MACHINE_827,2026-07-08 23:52:25.570074,61.051216744739904,305.690329476148,6.935355560315903,44.22334669808497,6.195613745215586,1
MACHINE_2933,2026-07-08 22:48:33.571040,51.488420711760455,308.30200680279677,8.93338404827821,70.10930397608965,84.32890606621098,1
MACHINE_2774,2026-07-08 23:33:36.572003,43.33885112491835,355.40269267725796,6.7738702728549,42.77057164514499,16.189851204796366,1
MACHINE_508,2026-07-09 00:13:51.572865,57.29108451278576,281.32233958549295,6.776666549195826,69.83458315599755,62.163832796130144,1
MACHINE_346,2026-07-08 22:03:48.573713,31.460547346283022,274.4919805481061,6.777772209024193,43.35415684941897,50.571233031334145,1
MACHINE_2612,2026-07-09 00:03:45.574556,55.83244200449769,276.09958529421215,7.354445211502593,64.82790568215427,76.62063705419897,1
MACHINE_2749,2026-07-09 00:39:04.575397,52.803445301397254,140.287359663154,5.166270211223123,85.34789803279521,51.73663088208389,1
MACHINE_1936,2026-07-08 22:51:52.576242,56.231129246018,298.07263029477207,4.59719440876833,71.0956844956789,22.870513397366356,1
MACHINE_1075,2026-07-08 22:20:17.577084,32.26316531918984,412.81160856299084,9.267208606996865,70.25581985765413,76.41803183379852,1
MACHINE_2714,2026-07-09 00:41:57.577919,67.35447637325836,152.88733409100558,6.723010367283942,55.51527337761432,42.170836517376046,1
MACHINE_1796,2026-07-08 23:36:24.578751,29.414756106724433,405.4426971295743,4.568503263882957,58.358423678091015,41.82086995046905,1
MACHINE_2033,2026-07-08 22:17:31.579676,60.151771513541625,341.46534295591067,1.481331907358216,48.08892588699776,82.81490941287622,1
MACHINE_2450,2026-07-08 23:21:23.588380,55.54329170468934,415.92371135758015,8.223377751130595,88.29713426379323,57.78240408602936,1
MACHINE_534,2026-07-08 23:56:05.589488,37.679828731850776,228.17189449764697,7.794519629683894,44.28689595813695,67.22842187909696,1
MACHINE_1583,2026-07-08 22:14:48.590329,47.24856329030479,434.596434154908,8.103578487016321,50.74483149277364,69.63411313792604,1
MACHINE_869,2026-07-08 22:25:48.591386,44.74896911052035,338.13272249488716,5.349782241673598,57.39318008443464,30.12307622321582,1
MACHINE_566,2026-07-08 23:28:35.592233,40.75802072750194,216.5465219836994,3.151364412508136,68.37782800013385,52.5844378872558,1
MACHINE_441,2026-07-09 00:43:25.593019,70.56794221400281,232.4826917140881,5.842985865076661,60.33127526663708,45.35321940062147,1
MACHINE_2943,2026-07-08 23:06:07.593795,23.667817809397643,180.28722149846385,8.153804584271546,71.93241363030904,20.92295517024189,1
MACHINE_949,2026-07-08 23:00:37.594577,63.71472467371741,296.7163976224468,3.6252277558442425,48.17390852510425,49.69906026831528,1
MACHINE_1448,2026-07-08 22:14:34.595359,41.67594672175755,264.0155790061166,4.6120939117086985,64.62227195570648,59.59471655713553,1
MACHINE_1738,2026-07-08 22:45:19.596140,56.841576834637564,342.5798932082087,2.8273209040196106,39.935908781048454,33.21337413448172,1
MACHINE_2666,2026-07-09 00:41:47.597630,29.0896607800696,234.07098279949503,8.574860992091136,78.51910126770038,93.66116630591604,1
MACHINE_467,2026-07-08 22:20:10.598575,47.892761136338514,472.12789507881274,6.673509528656913,65.46984338636221,58.46886327747882,1
MACHINE_111,2026-07-08 22:40:20.599432,57.71884893868538,275.6986260711624,3.3126115111761614,76.24586811834882,30.530076735544256,1
MACHINE_2258,2026-07-08 23:19:25.600286,49.929267416095556,355.3035669559258,3.9983718201070855,68.40357526434953,30.00086286207226,1
MACHINE_601,2026-07-08 22:15:44.601144,46.71643628177836,200.38671714339338,9.024138455108949,54.185911375809965,50.197796477848286,1
MACHINE_380,2026-07-09 00:37:47.601998,36.397812683845316,309.7675139939413,2.1536608055308983,62.89591203670982,56.176624237334295,1
MACHINE_234,2026-07-08 22:46:06.602842,31.90091169614617,280.17090035732576,2.753458776811284,68.617639037786,57.28737355913917,1
MACHINE_699,2026-07-09 00:15:29.603685,71.21885972424795,262.926248414984,5.417420201850014,51.93829063827131,18.180637339033986,1
MACHINE_1025,2026-07-09 00:26:23.604525,39.30078276388136,413.2558436021495,4.846577102907222,74.0239498664485,35.493191346814456,1
MACHINE_1093,2026-07-08 23:20:01.605369,36.791852701648594,177.17849184120828,5.246465256501899,56.385695011876834,64.8840299410712,1
MACHINE_259,2026-07-08 22:35:29.606209,72.08666678180319,356.9685947728702,3.7020633068651625,78.69096570984291,48.35055325062025,1
MACHINE_755,2026-07-09 00:11:02.607064,48.67241514687777,436.6221661761962,4.16648416275259,57.49210344321358,33.89814200221675,1
MACHINE_144,2026-07-08 23:29:06.607915,76.28146742776494,327.35532282191673,3.419178666985011,67.30314686708081,66.40473508914823,1
MACHINE_2497,2026-07-08 23:23:57.608754,71.2957877244148,323.02337740556226,2.9035212955149734,63.05740780296788,68.6447074294496,1
MACHINE_315,2026-07-08 22:41:00.609592,61.67215147408478,142.7282347519872,8.46938230776135,35.63725146833062,41.23126924434882,1
MACHINE_1843,2026-07-09 00:31:40.610580,35.44799228713763,360.4864215349096,3.5306731249682217,76.76328426333545,66.7461276605031,1
MACHINE_2314,2026-07-09 00:20:07.611459,28.72376938672916,323.55480566001677,5.39732500198992,83.00870807709977,68.29882375316114,1
MACHINE_011,2026-07-08 23:54:53.612268,64.96844221669086,340.59904648706504,3.4857212803146522,50.4038036998022,40.74738042741335,1
MACHINE_2706,2026-07-08 23:00:39.613053,68.9785128055662,339.3052099468164,8.232288583861104,69.24302480188996,31.60020087027731,1
MACHINE_1155,2026-07-09 00:26:25.618482,66.77608004471969,298.48428533104413,4.939988470565568,41.11900820910752,27.142611381947795,1
MACHINE_206,2026-07-09 00:19:33.619950,56.13505697395204,233.33531567001432,1.8694601182335717,75.98224683002181,59.827509874042974,1
MACHINE_2008,2026-07-08 22:39:07.621248,34.20321081878322,187.82075524255106,4.457510453173851,79.48263318556012,85.30258045247605,1
MACHINE_227,2026-07-08 23:59:09.622196,55.01714923708941,468.16378624886704,4.104219558507012,40.16732717801425,89.73517552021977,1
MACHINE_2873,2026-07-08 21:59:31.623040,49.206161844525965,258.4981655264676,2.5796794051553276,47.40325416238781,28.91612998322268,1
MACHINE_722,2026-07-09 00:32:13.623845,77.95628388013853,412.23874062561526,1.8913887067598871,61.720591504008915,50.96731862277924,1
MACHINE_1325,2026-07-08 22:12:12.624630,57.74103350175734,320.71952827237817,6.218741544106294,50.58109863860673,33.42422437474099,1
MACHINE_2413,2026-07-08 23:38:57.625414,58.75974649517734,314.9681924101417,2.735793533205227,48.634355839696205,47.837155261995534,1
MACHINE_700,2026-07-08 23:49:28.626191,54.84008892640877,278.7134534080289,5.09099076283685,77.1058719147078,56.28125465600846,1
MACHINE_1348,2026-07-08 22:11:00.626968,48.83731233391146,212.0584907093389,1.800240291279347,48.854119751888966,71.83760254434736,1
MACHINE_2780,2026-07-08 23:44:05.627745,23.231503768983547,289.0843699811385,2.5589654464447724,47.274957637683016,49.33518490925243,1
MACHINE_088,2026-07-08 21:58:54.628520,31.969480579037924,379.28906807514954,6.489224762584418,77.4032680554793,62.022881854860955,1
MACHINE_1530,2026-07-09 00:33:56.629293,70.01258446215414,392.5348036210453,4.550176414801065,55.67285266175084,45.4576340840577,1
MACHINE_1857,2026-07-08 23:12:18.630889,54.41227978532346,258.8353492510555,3.389018686917388,45.794039329419114,65.19258691563859,1
MACHINE_966,2026-07-08 23:04:19.632319,55.840688058770965,302.4358788727801,7.757049661553891,68.07342421669637,71.06124533550064,1
MACHINE_181,2026-07-08 23:47:43.633558,57.374010499214975,265.9407415132112,6.399300735773029,67.36794351220448,58.298631585241964,1
MACHINE_2513,2026-07-08 23:30:43.634444,38.028654329871344,225.7586193387615,4.005967279694166,61.38655342575549,35.6335571785919,1
MACHINE_1714,2026-07-08 22:03:48.635285,38.7918250630052,318.6143086093382,7.135443214568928,52.17898811660912,69.570014476577,1
MACHINE_2801,2026-07-09 00:30:37.636125,74.93218363238498,328.0433293263349,1.6313564016546835,38.93593079503595,76.47688435687698,1
MACHINE_1027,2026-07-09 00:26:37.636966,42.66304469833274,171.1740628716365,5.503362851605296,57.52597179127184,47.52097920535299,1
MACHINE_582,2026-07-09 00:08:44.637810,67.78142189770114,376.7982861651623,5.351345651856398,40.08889270563485,42.49751304898806,1
MACHINE_1468,2026-07-08 23:53:35.638643,61.0496899440697,424.55458809200445,1.75339178194121,66.85606144011979,16.494804918764306,1
MACHINE_1117,2026-07-08 23:30:36.639456,64.29693057723031,251.60879931006446,4.585627878621906,77.2926149796942,53.09289759890424,1
MACHINE_1107,2026-07-08 23:53:51.640234,56.45316622451417,221.31742833884076,4.06140899078553,45.53143927712226,74.69810404993939,1
MACHINE_192,2026-07-08 22:51:22.641016,49.89934369565651,235.41505946448072,4.945185600400919,32.38678933256968,29.612691709831857,1
MACHINE_270,2026-07-08 23:59:21.641799,71.49110334953836,371.9425007964245,4.251156585027327,57.96250495109094,74.68290590700401,1
MACHINE_407,2026-07-09 00:30:26.642571,28.990497543890253,183.97469862142606,6.795027497664345,66.0723744854215,45.74121603334112,1
MACHINE_2309,2026-07-09 00:14:20.643342,70.24504149417062,236.1375766222148,5.340555466744508,53.501475588731054,80.97535439028672,1
MACHINE_1102,2026-07-08 22:08:39.644112,35.88366795386672,419.02068289232284,7.411789723538105,70.0662332087538,47.12195261056929,1
MACHINE_158,2026-07-09 00:08:52.644884,62.3825334378258,167.14433588484823,1.2665543691755297,72.37938683320827,59.7627146400211,1
MACHINE_1874,2026-07-08 22:51:52.645654,45.33282829295547,279.51978164736516,6.243833159596707,73.13826272133348,65.78318700393048,1
MACHINE_1249,2026-07-08 22:59:12.646446,58.690728017733406,322.8074805967659,7.6805800424212505,87.65954096445577,70.23451419366778,1
MACHINE_2537,2026-07-09 00:17:47.654834,41.4806354820927,263.97173671084386,3.426494517149468,59.36271087749078,76.76795408216068,1
MACHINE_1928,2026-07-08 22:33:54.655815,41.78187030447151,331.9404020105995,2.719139065105691,43.216916146613805,46.762249329518276,1
MACHINE_2382,2026-07-09 00:01:17.656687,46.97887593440567,307.02251712698455,3.956279168811609,36.46349788623183,61.55427159947774,1
MACHINE_2337,2026-07-08 23:02:38.657480,42.96395289656897,225.24105462159312,5.954360673076044,57.86176764113313,48.26570157239554,1
MACHINE_711,2026-07-08 23:41:47.658264,35.72021260214885,442.84571992886157,6.850154029248881,81.89635722962933,53.29243535009171,1
MACHINE_2111,2026-07-09 00:25:06.659050,29.56883205243431,424.72694124028044,4.212430355298878,69.5543195648273,52.52879042536131,1
MACHINE_435,2026-07-08 23:11:19.659821,70.38036522976167,405.5154124892987,3.289693748510979,48.855762572225984,73.29376545295196,1
MACHINE_2595,2026-07-08 22:26:55.660582,47.99374738085596,252.989223251081,3.6560212095679887,49.32440210435743,26.526502580794443,1
MACHINE_1549,2026-07-08 23:56:12.661307,63.990119456977524,241.57959365977163,6.668824875739967,80.34888460422873,66.24553136139914,1
MACHINE_2766,2026-07-09 00:17:41.662018,61.332791367350396,223.09675352350675,6.811586851181639,56.44049664585911,55.06620966582003,1
MACHINE_2621,2026-07-08 22:20:47.662719,29.167426788151328,272.19383842401703,5.896978791073565,38.63567418937275,63.81500242479305,1
MACHINE_2560,2026-07-08 23:57:28.663812,40.140790761739424,286.8899268719226,2.4193593790942556,34.845635626218986,29.597517331288223,1
MACHINE_2056,2026-07-09 00:24:45.664750,31.56082276972547,243.00367007665432,7.429672931769543,71.14575874201294,34.62639334329701,1
MACHINE_2072,2026-07-08 23:53:53.665625,61.79857921327824,214.21663099931703,5.046415436619319,54.753083709507266,14.533357166646717,1
MACHINE_2914,2026-07-08 23:38:52.666430,35.19293530489909,351.19960143670863,6.408786557029708,74.25494625264638,51.775404312746886,1
MACHINE_2341,2026-07-08 22:07:40.667204,54.97206804724924,488.11713643103025,5.996286111521989,65.55519606323472,73.55352577684575,1
MACHINE_1424,2026-07-08 22:14:52.667965,60.85329599705331,318.46446278840745,6.2566137272922955,67.5578649420755,53.48823659655675,1
MACHINE_2058,2026-07-08 23:06:51.668721,70.46731059304801,300.7370426328716,4.604456168273486,32.829571599961724,83.75181965319808,1
MACHINE_190,2026-07-08 22:14:54.669479,45.47053048919885,282.0698775200493,7.165203543620503,35.828653172358585,62.28349608795493,1
MACHINE_248,2026-07-09 00:10:14.670199,36.45449289949626,443.90648946908317,1.2652252570728504,79.93988465056535,32.74231527806691,1
MACHINE_038,2026-07-08 23:46:41.671029,48.26632914235053,306.10729493739404,3.4181239932766205,52.75584019930426,76.2086626493807,1
MACHINE_1693,2026-07-09 00:13:30.671823,54.188129399894606,432.4598169150165,4.2621517256569055,46.74722417652542,56.60948799676122,1
MACHINE_1381,2026-07-08 22:50:51.672580,56.202807100568045,458.0294487675311,8.950515012669086,65.0643218061452,61.56154964562133,1
MACHINE_943,2026-07-08 22:58:44.673344,64.91788514002452,422.91426567422525,3.387581137064828,77.40126994325027,18.377362203396167,1
MACHINE_2459,2026-07-08 23:25:14.674100,41.0099694612604,358.550590924424,1.18750681849783,74.4292419997768,46.434787628624306,1
MACHINE_2887,2026-07-08 22:21:01.674857,45.32495788943659,390.1350120949037,4.013528189057727,47.589783832614984,40.796626370081896,1
MACHINE_1933,2026-07-08 22:55:12.675606,63.18799024731016,345.5741173776886,1.666343254217606,57.009783117677294,24.63506040236446,1
MACHINE_2449,2026-07-09 00:33:09.676361,32.949058646160026,362.13088121210643,1.9501077114426266,75.20629887682763,16.230078202924208,1
MACHINE_1973,2026-07-08 23:19:42.677114,40.85340021267356,381.9109173742489,3.797944360899975,56.8278532990842,46.61724266267622,1
MACHINE_2392,2026-07-08 22:45:07.677877,33.049291912161365,309.53825094595385,1.9816378428822108,52.033858126947855,16.718765715270937,1
MACHINE_1105,2026-07-08 23:25:04.678632,68.38058863779891,487.143124105187,5.864391541377498,70.8103659974345,29.653477142798355,1
MACHINE_2850,2026-07-08 23:17:36.679393,47.88941611418859,187.92591961858597,6.763730400344057,43.439275927084566,45.801461297672454,1
MACHINE_193,2026-07-09 00:06:46.687899,63.33907902667394,243.28186951032728,4.371015904495447,54.41329998528638,54.14838229665715,1
MACHINE_302,2026-07-08 22:31:20.688822,41.42340162134819,174.9675019219848,6.48449379400655,79.36061584344128,63.66024670215015,1
MACHINE_2831,2026-07-08 23:55:42.689633,44.55650703613166,123.07131884846925,4.139667026131471,65.04301806702517,46.05283806575523,1
MACHINE_1317,2026-07-08 23:51:57.690410,42.31775990810736,410.4318527938334,2.518619538508349,53.138346396209215,51.340682578371705,1
MACHINE_327,2026-07-09 00:43:38.691166,35.902510768675086,311.967034924914,4.002496634661618,71.04377237919444,18.09052328667377,1
MACHINE_728,2026-07-08 22:10:42.691924,42.369127608115456,336.7394775677456,4.820994839380932,84.34013757130965,44.59703113653276,1
MACHINE_224,2026-07-08 23:20:22.692675,49.588892254743534,246.0553122829437,4.442436903540038,76.9552406721671,93.7384907152724,1
MACHINE_2555,2026-07-08 22:18:35.693409,29.763843010999388,202.4753044160026,1.235181854412536,54.77763577431014,52.54142853762089,1
MACHINE_843,2026-07-08 23:38:12.694108,48.42888893585307,301.5090734985427,5.609991605983682,53.2914767128556,60.54593673947832,1
MACHINE_2193,2026-07-09 00:40:22.694808,42.637952045352215,174.69706735765646,9.7070043081717,48.588465697994806,73.02803161345689,1
MACHINE_2580,2026-07-08 22:09:58.695505,63.2239364121779,415.3763994988195,6.359117080450993,47.096693033902405,35.2039759630315,1
MACHINE_497,2026-07-08 23:54:20.696205,39.43829435980848,227.07056832664588,7.672980667650485,63.2866173838133,70.2545399684747,1
MACHINE_828,2026-07-08 22:30:57.697446,73.25975564921566,351.3292813397384,3.690335786306825,74.93031569670923,65.85465979676704,1
MACHINE_1137,2026-07-09 00:38:41.698313,45.33219866589404,178.03831893112257,4.016165459775109,46.818889300432645,64.49140538189988,1
MACHINE_2431,2026-07-09 00:19:25.699082,58.15518978868429,254.16162918932713,7.055139550699777,77.39205046245291,56.8433160900054,1
MACHINE_635,2026-07-08 23:02:18.699828,52.219811378096395,405.89752708419894,4.932940654771269,38.15185311424812,52.66795382940406,1
MACHINE_2977,2026-07-08 23:21:57.700555,31.248949023888585,265.6676693398228,7.491995063518311,60.32812916930872,61.122640910061875,1
MACHINE_946,2026-07-08 22:21:05.701266,33.05051421440915,270.6862836059358,5.161319540359969,51.25927675428383,62.02714183010081,1
MACHINE_195,2026-07-08 23:39:06.701976,50.22065798990183,130.458293443294,4.851680344647068,33.24522480805714,60.4137512661965,1
MACHINE_463,2026-07-08 22:34:35.702676,53.34230465335397,262.33086332932436,7.215858787851109,70.76528677536729,55.00193525151185,1
MACHINE_859,2026-07-08 22:14:53.703373,31.410660293360955,390.9288861274812,4.353891650669617,54.927447631470315,25.06058104974823,1
MACHINE_760,2026-07-08 23:55:54.704074,47.963193663524656,221.16882602218303,1.5292064116177513,74.51643944655778,63.245577187242205,1
MACHINE_131,2026-07-08 23:16:26.704772,74.02121963923568,253.04951878269398,4.464901117187424,55.74272045269072,48.69181817873119,1
MACHINE_751,2026-07-08 23:52:27.705480,35.96875372928848,293.82330603262244,6.590962982330437,68.21323890387298,95.13269908656082,1
MACHINE_987,2026-07-08 22:23:40.706179,26.157259490924595,350.15483688413485,3.6607907952875554,63.259287965808554,75.27252664156207,1
MACHINE_2167,2026-07-08 22:14:40.706882,72.00642472777886,257.7151104809464,6.178828166470437,63.13468757714536,65.10636901084654,1
MACHINE_631,2026-07-09 00:41:56.707583,52.947222570894674,364.71997440942675,5.9457423091217665,37.100673976218054,11.920813414324972,1
MACHINE_2717,2026-07-09 00:23:30.708279,59.990914824409266,189.88071483181295,4.236001299294235,46.082164016278654,46.9322009126486,1
MACHINE_2412,2026-07-08 23:33:38.708978,31.24444717452014,357.57804559191004,3.185888907761678,78.93078986364631,25.345639481762063,1
MACHINE_1451,2026-07-08 23:59:06.709893,52.9755798729692,363.64445039550975,4.963713895814952,46.408820964289845,75.1471767168409,1
MACHINE_001,2026-07-08 23:24:02.710815,40.62179702337383,131.98508517537215,5.476621721223847,66.84297056834023,85.21640331024852,1
MACHINE_2388,2026-07-08 23:56:06.711639,39.45602571430692,338.8279043565384,3.210990408817865,79.55452995952344,42.163889442990666,1
MACHINE_2741,2026-07-09 00:41:56.712360,42.31583538077575,205.25888347061306,1.9217654203136443,47.29762926360482,42.55851373525353,1
MACHINE_875,2026-07-08 22:11:35.713063,50.515590763196734,180.71704161959832,5.29173446593447,81.07741857098905,49.495456994182504,1
MACHINE_568,2026-07-09 00:01:54.723731,66.83952151421005,260.23550226949504,6.151517879203182,78.98864389740976,50.79253532058691,1
MACHINE_587,2026-07-09 00:15:31.724702,47.80666568047888,187.09251077292362,6.606364989636141,66.29179622038444,24.11384141911266,1
MACHINE_2559,2026-07-09 00:28:01.725621,49.830681463051015,223.63781437290328,4.816044077766897,56.42086048032495,47.68458487751204,1
MACHINE_1645,2026-07-08 23:00:09.726533,51.22124793294712,321.30615741578634,4.50337951980685,74.77498145066986,12.515894157980254,1
MACHINE_166,2026-07-08 22:39:32.727435,52.97004794311268,315.79870680015324,7.595468958104728,68.52725269151108,83.76469396067094,1
MACHINE_2949,2026-07-09 00:36:59.728341,58.69928853249457,323.5006673475592,6.778010714077618,54.131572616188556,63.27252617446179,1
MACHINE_1785,2026-07-09 00:33:12.729240,57.12947664407247,192.66020008088196,4.854427348774457,68.1432710918127,16.785949000039253,1
MACHINE_553,2026-07-08 22:56:37.730672,67.23904806319541,296.1796379246246,5.175271714059785,86.22772631774743,52.022642827081555,1
MACHINE_1441,2026-07-09 00:26:09.731646,51.08315475346719,234.1480696775155,3.0235233057929216,65.46137474350128,27.700649195220702,1
MACHINE_108,2026-07-08 23:09:28.732557,58.19725329971345,172.71213521309585,2.5830535193465995,39.443643235848235,85.66595369910257,1
MACHINE_1049,2026-07-08 23:27:01.733472,45.217360624229485,376.3512777601907,1.3629082393950442,47.34757398026603,49.904850749106394,1
MACHINE_783,2026-07-09 00:16:16.734378,31.182950718703722,186.1122017960758,3.5728496082679406,48.34166749481662,34.665443489093796,1
